IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
172.66.208.166,4,4,0.00,14.62,0.00,N/A
104.25.212.73,4,4,0.00,14.63,0.00,N/A
198.41.196.69,4,4,0.00,14.63,0.00,N/A
104.19.17.179,4,4,0.00,14.63,0.00,N/A
104.25.48.103,4,4,0.00,14.64,0.00,N/A
172.67.160.241,4,4,0.00,14.64,0.00,N/A
104.21.102.159,4,4,0.00,14.64,0.00,N/A
104.24.43.134,4,4,0.00,14.64,0.00,N/A
104.24.150.71,4,4,0.00,14.64,0.00,N/A
162.159.250.243,4,4,0.00,14.64,0.00,N/A
172.66.205.244,4,4,0.00,14.64,0.00,N/A
172.65.122.76,4,4,0.00,14.65,0.00,N/A
172.65.189.188,4,4,0.00,14.65,0.00,N/A
104.16.20.37,4,4,0.00,14.65,0.00,N/A
104.25.165.186,4,4,0.00,14.65,0.00,N/A
104.16.200.94,4,4,0.00,14.65,0.00,N/A
104.16.246.169,4,4,0.00,14.66,0.00,N/A
104.21.227.120,4,4,0.00,14.66,0.00,N/A
172.67.170.177,4,4,0.00,14.66,0.00,N/A
172.67.240.166,4,4,0.00,14.66,0.00,N/A
108.162.192.31,4,4,0.00,14.66,0.00,N/A
104.18.147.98,4,4,0.00,14.66,0.00,N/A
198.41.219.89,4,4,0.00,14.67,0.00,N/A
103.31.4.228,4,4,0.00,14.67,0.00,N/A
104.26.7.92,4,4,0.00,14.67,0.00,N/A
104.25.237.37,4,4,0.00,14.67,0.00,N/A
172.66.164.128,4,4,0.00,14.67,0.00,N/A
172.65.63.205,4,4,0.00,14.67,0.00,N/A
104.21.209.76,4,4,0.00,14.67,0.00,N/A
104.21.239.186,4,4,0.00,14.68,0.00,N/A
104.21.86.169,4,4,0.00,14.68,0.00,N/A
104.25.104.58,4,4,0.00,14.68,0.00,N/A
104.16.218.94,4,4,0.00,14.68,0.00,N/A
172.65.185.48,4,4,0.00,14.69,0.00,N/A
104.17.10.11,4,4,0.00,14.69,0.00,N/A
104.27.27.154,4,4,0.00,14.69,0.00,N/A
198.41.216.236,4,4,0.00,14.69,0.00,N/A
104.24.176.61,4,4,0.00,14.69,0.00,N/A
104.18.17.205,4,4,0.00,14.69,0.00,N/A
104.25.105.158,4,4,0.00,14.69,0.00,N/A
104.27.13.154,4,4,0.00,14.69,0.00,N/A
104.18.253.224,4,4,0.00,14.69,0.00,N/A
190.93.246.9,4,4,0.00,14.69,0.00,N/A
104.25.176.47,4,4,0.00,14.70,0.00,N/A
198.41.199.97,4,4,0.00,14.70,0.00,N/A
104.18.95.121,4,4,0.00,14.70,0.00,N/A
104.16.241.207,4,4,0.00,14.70,0.00,N/A
172.65.211.42,4,4,0.00,14.70,0.00,N/A
104.27.102.115,4,4,0.00,14.71,0.00,N/A
172.65.173.231,4,4,0.00,14.71,0.00,N/A
104.24.222.169,4,4,0.00,14.71,0.00,N/A
172.66.207.224,4,4,0.00,14.71,0.00,N/A
104.24.213.2,4,4,0.00,14.71,0.00,N/A
104.21.13.252,4,4,0.00,14.72,0.00,N/A
104.25.185.78,4,4,0.00,14.72,0.00,N/A
172.67.203.28,4,4,0.00,14.72,0.00,N/A
104.24.220.223,4,4,0.00,14.72,0.00,N/A
104.21.207.221,4,4,0.00,14.72,0.00,N/A
104.24.36.36,4,4,0.00,14.72,0.00,N/A
104.17.141.30,4,4,0.00,14.72,0.00,N/A
104.21.55.253,4,4,0.00,14.72,0.00,N/A
162.159.255.218,4,4,0.00,14.72,0.00,N/A
172.65.216.214,4,4,0.00,14.73,0.00,N/A
198.41.223.106,4,4,0.00,14.73,0.00,N/A
104.24.147.208,4,4,0.00,14.73,0.00,N/A
104.21.40.165,4,4,0.00,14.73,0.00,N/A
104.27.30.39,4,4,0.00,14.73,0.00,N/A
104.24.210.164,4,4,0.00,14.73,0.00,N/A
172.67.200.239,4,4,0.00,14.74,0.00,N/A
190.93.245.7,4,4,0.00,14.74,0.00,N/A
104.25.220.109,4,4,0.00,14.74,0.00,N/A
104.27.10.67,4,4,0.00,14.74,0.00,N/A
172.64.154.154,4,4,0.00,14.74,0.00,N/A
104.24.228.148,4,4,0.00,14.75,0.00,N/A
172.65.81.102,4,4,0.00,14.75,0.00,N/A
104.25.164.31,4,4,0.00,14.75,0.00,N/A
104.24.42.248,4,4,0.00,14.75,0.00,N/A
104.27.15.73,4,4,0.00,14.75,0.00,N/A
104.16.102.236,4,4,0.00,14.75,0.00,N/A
104.27.90.129,4,4,0.00,14.75,0.00,N/A
104.21.45.70,4,4,0.00,14.76,0.00,N/A
198.41.214.137,4,4,0.00,14.76,0.00,N/A
104.24.37.186,4,4,0.00,14.76,0.00,N/A
104.20.31.8,4,4,0.00,14.76,0.00,N/A
172.67.250.220,4,4,0.00,14.76,0.00,N/A
104.25.157.60,4,4,0.00,14.76,0.00,N/A
104.16.39.224,4,4,0.00,14.76,0.00,N/A
104.21.27.68,4,4,0.00,14.77,0.00,N/A
104.18.62.89,4,4,0.00,14.78,0.00,N/A
104.16.9.193,4,4,0.00,14.78,0.00,N/A
104.24.82.34,4,4,0.00,14.78,0.00,N/A
172.64.87.209,4,4,0.00,14.78,0.00,N/A
104.25.127.158,4,4,0.00,14.78,0.00,N/A
104.17.246.252,4,4,0.00,14.79,0.00,N/A
104.24.11.181,4,4,0.00,14.79,0.00,N/A
104.20.32.6,4,4,0.00,14.79,0.00,N/A
172.67.107.97,4,4,0.00,14.80,0.00,N/A
108.162.196.171,4,4,0.00,14.80,0.00,N/A
172.65.83.150,4,4,0.00,14.80,0.00,N/A
104.27.194.105,4,4,0.00,14.80,0.00,N/A
104.27.193.48,4,4,0.00,14.81,0.00,N/A
104.25.192.187,4,4,0.00,14.81,0.00,N/A
104.21.220.113,4,4,0.00,14.81,0.00,N/A
104.18.150.96,4,4,0.00,14.81,0.00,N/A
172.66.137.230,4,4,0.00,14.81,0.00,N/A
104.21.127.160,4,4,0.00,14.81,0.00,N/A
104.25.209.113,4,4,0.00,14.81,0.00,N/A
172.67.93.104,4,4,0.00,14.81,0.00,N/A
104.17.176.9,4,4,0.00,14.82,0.00,N/A
104.27.12.77,4,4,0.00,14.82,0.00,N/A
172.66.151.165,4,4,0.00,14.82,0.00,N/A
172.65.250.92,4,4,0.00,14.82,0.00,N/A
104.27.104.231,4,4,0.00,14.82,0.00,N/A
104.24.148.30,4,4,0.00,14.82,0.00,N/A
104.24.194.33,4,4,0.00,14.83,0.00,N/A
104.21.46.65,4,4,0.00,14.83,0.00,N/A
104.25.173.232,4,4,0.00,14.83,0.00,N/A
162.159.236.0,4,4,0.00,14.83,0.00,N/A
104.24.62.11,4,4,0.00,14.83,0.00,N/A
104.24.72.149,4,4,0.00,14.83,0.00,N/A
172.65.151.159,4,4,0.00,14.83,0.00,N/A
104.21.218.175,4,4,0.00,14.84,0.00,N/A
172.64.144.135,4,4,0.00,14.84,0.00,N/A
104.24.139.213,4,4,0.00,14.84,0.00,N/A
104.27.82.170,4,4,0.00,14.84,0.00,N/A
104.18.67.184,4,4,0.00,14.84,0.00,N/A
172.65.150.76,4,4,0.00,14.85,0.00,N/A
104.18.9.80,4,4,0.00,14.85,0.00,N/A
104.18.134.133,4,4,0.00,14.86,0.00,N/A
104.21.37.233,4,4,0.00,14.86,0.00,N/A
172.65.32.89,4,4,0.00,14.87,0.00,N/A
172.66.128.247,4,4,0.00,14.87,0.00,N/A
141.101.121.119,4,4,0.00,14.87,0.00,N/A
104.19.49.33,4,4,0.00,14.87,0.00,N/A
172.67.77.43,4,4,0.00,14.87,0.00,N/A
172.66.206.224,4,4,0.00,14.88,0.00,N/A
104.18.232.104,4,4,0.00,14.88,0.00,N/A
172.67.138.174,4,4,0.00,14.88,0.00,N/A
104.18.243.148,4,4,0.00,14.88,0.00,N/A
172.66.138.148,4,4,0.00,14.88,0.00,N/A
104.24.10.142,4,4,0.00,14.88,0.00,N/A
172.67.249.40,4,4,0.00,14.88,0.00,N/A
172.65.126.156,4,4,0.00,14.89,0.00,N/A
104.24.201.106,4,4,0.00,14.89,0.00,N/A
104.16.7.101,4,4,0.00,14.90,0.00,N/A
104.27.52.127,4,4,0.00,14.90,0.00,N/A
172.67.201.171,4,4,0.00,14.91,0.00,N/A
104.21.84.141,4,4,0.00,14.91,0.00,N/A
104.24.32.136,4,4,0.00,14.91,0.00,N/A
104.21.194.132,4,4,0.00,14.92,0.00,N/A
162.159.246.158,4,4,0.00,14.92,0.00,N/A
172.65.161.165,4,4,0.00,14.92,0.00,N/A
172.65.181.252,4,4,0.00,14.92,0.00,N/A
104.18.103.227,4,4,0.00,14.92,0.00,N/A
104.18.149.113,4,4,0.00,14.93,0.00,N/A
104.16.154.59,4,4,0.00,14.93,0.00,N/A
104.16.195.92,4,4,0.00,14.93,0.00,N/A
172.66.203.212,4,4,0.00,14.93,0.00,N/A
172.65.183.26,4,4,0.00,14.94,0.00,N/A
104.25.12.100,4,4,0.00,14.94,0.00,N/A
141.101.114.69,4,4,0.00,14.94,0.00,N/A
104.16.170.44,4,4,0.00,14.95,0.00,N/A
104.18.194.249,4,4,0.00,14.95,0.00,N/A
172.66.134.116,4,4,0.00,14.95,0.00,N/A
104.24.33.136,4,4,0.00,14.96,0.00,N/A
172.65.2.184,4,4,0.00,14.96,0.00,N/A
172.67.132.99,4,4,0.00,14.96,0.00,N/A
104.18.132.81,4,4,0.00,14.96,0.00,N/A
104.25.97.198,4,4,0.00,14.97,0.00,N/A
104.24.180.51,4,4,0.00,14.97,0.00,N/A
104.24.78.31,4,4,0.00,14.97,0.00,N/A
104.25.65.32,4,4,0.00,14.97,0.00,N/A
104.18.221.45,4,4,0.00,14.98,0.00,N/A
104.27.124.239,4,4,0.00,14.98,0.00,N/A
104.21.226.199,4,4,0.00,14.98,0.00,N/A
104.25.87.59,4,4,0.00,14.98,0.00,N/A
104.25.180.107,4,4,0.00,14.99,0.00,N/A
141.101.115.41,4,4,0.00,14.99,0.00,N/A
104.27.70.92,4,4,0.00,14.99,0.00,N/A
104.17.125.231,4,4,0.00,14.99,0.00,N/A
104.24.51.248,4,4,0.00,14.99,0.00,N/A
104.16.247.171,4,4,0.00,15.00,0.00,N/A
188.114.99.102,4,4,0.00,15.00,0.00,N/A
104.17.167.179,4,4,0.00,15.00,0.00,N/A
172.66.149.197,4,4,0.00,15.00,0.00,N/A
172.67.219.238,4,4,0.00,15.00,0.00,N/A
172.67.222.74,4,4,0.00,15.01,0.00,N/A
172.67.236.103,4,4,0.00,15.01,0.00,N/A
104.24.52.48,4,4,0.00,15.01,0.00,N/A
104.25.58.100,4,4,0.00,15.02,0.00,N/A
104.21.38.145,4,4,0.00,15.02,0.00,N/A
190.93.247.181,4,4,0.00,15.02,0.00,N/A
198.41.197.159,4,4,0.00,15.02,0.00,N/A
104.27.195.186,4,4,0.00,15.02,0.00,N/A
172.67.239.107,4,4,0.00,15.03,0.00,N/A
172.64.93.84,4,4,0.00,15.03,0.00,N/A
104.17.119.235,4,4,0.00,15.03,0.00,N/A
104.19.51.235,4,4,0.00,15.03,0.00,N/A
104.25.82.135,4,4,0.00,15.04,0.00,N/A
104.19.219.200,4,4,0.00,15.04,0.00,N/A
172.65.194.197,4,4,0.00,15.04,0.00,N/A
104.25.89.38,4,4,0.00,15.04,0.00,N/A
104.25.57.29,4,4,0.00,15.05,0.00,N/A
104.21.108.83,4,4,0.00,15.05,0.00,N/A
104.16.177.55,4,4,0.00,15.05,0.00,N/A
198.41.203.229,4,4,0.00,15.05,0.00,N/A
104.18.224.64,4,4,0.00,15.05,0.00,N/A
172.65.146.242,4,4,0.00,15.05,0.00,N/A
104.21.28.75,4,4,0.00,15.05,0.00,N/A
104.18.64.33,4,4,0.00,15.05,0.00,N/A
104.18.216.60,4,4,0.00,15.06,0.00,N/A
162.159.252.217,4,4,0.00,15.06,0.00,N/A
104.27.99.180,4,4,0.00,15.06,0.00,N/A
104.24.7.64,4,4,0.00,15.07,0.00,N/A
104.17.37.248,4,4,0.00,15.08,0.00,N/A
198.41.206.64,4,4,0.00,15.08,0.00,N/A
198.41.193.31,4,4,0.00,15.08,0.00,N/A
172.66.161.28,4,4,0.00,15.08,0.00,N/A
104.21.53.170,4,4,0.00,15.09,0.00,N/A
104.16.220.139,4,4,0.00,15.09,0.00,N/A
104.16.183.197,4,4,0.00,15.09,0.00,N/A
172.67.90.41,4,4,0.00,15.09,0.00,N/A
104.24.157.54,4,4,0.00,15.10,0.00,N/A
172.64.235.229,4,4,0.00,15.10,0.00,N/A
104.18.80.89,4,4,0.00,15.10,0.00,N/A
172.65.225.145,4,4,0.00,15.10,0.00,N/A
104.25.168.95,4,4,0.00,15.10,0.00,N/A
104.25.141.18,4,4,0.00,15.11,0.00,N/A
104.18.122.220,4,4,0.00,15.11,0.00,N/A
104.16.206.111,4,4,0.00,15.11,0.00,N/A
104.24.235.102,4,4,0.00,15.11,0.00,N/A
104.27.60.221,4,4,0.00,15.11,0.00,N/A
104.17.114.84,4,4,0.00,15.12,0.00,N/A
104.17.144.204,4,4,0.00,15.12,0.00,N/A
104.17.109.76,4,4,0.00,15.13,0.00,N/A
104.24.203.113,4,4,0.00,15.13,0.00,N/A
104.21.232.246,4,4,0.00,15.13,0.00,N/A
104.21.215.151,4,4,0.00,15.14,0.00,N/A
104.25.73.45,4,4,0.00,15.14,0.00,N/A
104.24.237.141,4,4,0.00,15.14,0.00,N/A
104.17.142.17,4,4,0.00,15.14,0.00,N/A
104.25.60.186,4,4,0.00,15.15,0.00,N/A
172.65.206.184,4,4,0.00,15.15,0.00,N/A
104.25.51.132,4,4,0.00,15.15,0.00,N/A
104.27.48.42,4,4,0.00,15.16,0.00,N/A
104.19.154.172,4,4,0.00,15.16,0.00,N/A
104.16.244.29,4,4,0.00,15.16,0.00,N/A
162.159.141.122,4,4,0.00,15.16,0.00,N/A
104.16.208.94,4,4,0.00,15.17,0.00,N/A
172.65.207.19,4,4,0.00,15.17,0.00,N/A
104.16.219.24,4,4,0.00,15.17,0.00,N/A
104.21.213.142,4,4,0.00,15.17,0.00,N/A
172.65.28.220,4,4,0.00,15.18,0.00,N/A
172.67.237.145,4,4,0.00,15.18,0.00,N/A
104.25.151.112,4,4,0.00,15.18,0.00,N/A
104.27.67.248,4,4,0.00,15.19,0.00,N/A
104.17.130.139,4,4,0.00,15.19,0.00,N/A
104.18.36.122,4,4,0.00,15.20,0.00,N/A
198.41.217.117,4,4,0.00,15.21,0.00,N/A
104.24.144.242,4,4,0.00,15.21,0.00,N/A
172.67.238.129,4,4,0.00,15.21,0.00,N/A
104.16.196.175,4,4,0.00,15.21,0.00,N/A
104.18.111.125,4,4,0.00,15.22,0.00,N/A
172.65.24.92,4,4,0.00,15.22,0.00,N/A
172.66.146.43,4,4,0.00,15.22,0.00,N/A
104.20.46.53,4,4,0.00,15.22,0.00,N/A
104.21.3.84,4,4,0.00,15.23,0.00,N/A
104.18.241.130,4,4,0.00,15.23,0.00,N/A
104.27.35.36,4,4,0.00,15.23,0.00,N/A
104.16.180.86,4,4,0.00,15.23,0.00,N/A
172.65.213.88,4,4,0.00,15.24,0.00,N/A
172.67.156.60,4,4,0.00,15.24,0.00,N/A
198.41.215.79,4,4,0.00,15.25,0.00,N/A
104.25.252.76,4,4,0.00,15.26,0.00,N/A
172.66.142.170,4,4,0.00,15.26,0.00,N/A
172.67.205.222,4,4,0.00,15.26,0.00,N/A
104.24.2.67,4,4,0.00,15.26,0.00,N/A
104.25.59.45,4,4,0.00,15.27,0.00,N/A
172.64.67.11,4,4,0.00,15.27,0.00,N/A
172.67.218.149,4,4,0.00,15.27,0.00,N/A
172.67.136.254,4,4,0.00,15.27,0.00,N/A
104.25.204.66,4,4,0.00,15.28,0.00,N/A
104.21.39.79,4,4,0.00,15.28,0.00,N/A
172.66.193.91,4,4,0.00,15.29,0.00,N/A
188.114.97.17,4,4,0.00,15.29,0.00,N/A
104.18.169.38,4,4,0.00,15.29,0.00,N/A
104.18.249.97,4,4,0.00,15.30,0.00,N/A
104.19.115.85,4,4,0.00,15.31,0.00,N/A
104.25.139.59,4,4,0.00,15.31,0.00,N/A
104.24.224.6,4,4,0.00,15.31,0.00,N/A
172.64.82.20,4,4,0.00,15.31,0.00,N/A
172.64.231.193,4,4,0.00,15.31,0.00,N/A
104.18.237.128,4,4,0.00,15.32,0.00,N/A
104.17.91.91,4,4,0.00,15.32,0.00,N/A
172.67.95.196,4,4,0.00,15.32,0.00,N/A
104.27.94.199,4,4,0.00,15.33,0.00,N/A
188.114.96.76,4,4,0.00,15.33,0.00,N/A
104.19.39.232,4,4,0.00,15.33,0.00,N/A
104.24.39.33,4,4,0.00,15.33,0.00,N/A
172.67.120.96,4,4,0.00,15.33,0.00,N/A
172.67.130.56,4,4,0.00,15.34,0.00,N/A
104.25.111.126,4,4,0.00,15.34,0.00,N/A
104.27.18.41,4,4,0.00,15.35,0.00,N/A
104.27.68.55,4,4,0.00,15.35,0.00,N/A
104.19.69.72,4,4,0.00,15.35,0.00,N/A
104.16.223.27,4,4,0.00,15.35,0.00,N/A
104.24.44.198,4,4,0.00,15.35,0.00,N/A
104.21.15.123,4,4,0.00,15.37,0.00,N/A
104.25.203.94,4,4,0.00,15.37,0.00,N/A
104.17.104.82,4,4,0.00,15.37,0.00,N/A
104.18.215.87,4,4,0.00,15.37,0.00,N/A
104.21.33.91,4,4,0.00,15.37,0.00,N/A
104.16.134.208,4,4,0.00,15.38,0.00,N/A
173.245.58.81,4,4,0.00,15.38,0.00,N/A
104.18.177.208,4,4,0.00,15.38,0.00,N/A
172.65.33.99,4,4,0.00,15.38,0.00,N/A
172.66.143.179,4,4,0.00,15.38,0.00,N/A
104.25.147.6,4,4,0.00,15.39,0.00,N/A
104.27.78.175,4,4,0.00,15.39,0.00,N/A
104.17.168.38,4,4,0.00,15.39,0.00,N/A
104.18.114.191,4,4,0.00,15.39,0.00,N/A
172.67.113.224,4,4,0.00,15.39,0.00,N/A
104.25.9.216,4,4,0.00,15.39,0.00,N/A
104.25.14.173,4,4,0.00,15.40,0.00,N/A
104.21.214.203,4,4,0.00,15.40,0.00,N/A
104.19.13.127,4,4,0.00,15.40,0.00,N/A
172.65.215.37,4,4,0.00,15.41,0.00,N/A
104.24.8.115,4,4,0.00,15.41,0.00,N/A
104.27.92.68,4,4,0.00,15.41,0.00,N/A
172.66.45.150,4,4,0.00,15.42,0.00,N/A
104.17.13.84,4,4,0.00,15.42,0.00,N/A
104.20.40.196,4,4,0.00,15.42,0.00,N/A
172.65.251.142,4,4,0.00,15.42,0.00,N/A
104.21.10.10,4,4,0.00,15.42,0.00,N/A
104.24.247.187,4,4,0.00,15.43,0.00,N/A
104.21.44.199,4,4,0.00,15.43,0.00,N/A
104.25.133.141,4,4,0.00,15.43,0.00,N/A
172.67.227.186,4,4,0.00,15.44,0.00,N/A
104.21.88.129,4,4,0.00,15.45,0.00,N/A
104.25.223.77,4,4,0.00,15.45,0.00,N/A
104.25.206.6,4,4,0.00,15.45,0.00,N/A
172.65.37.208,4,4,0.00,15.45,0.00,N/A
172.65.159.26,4,4,0.00,15.45,0.00,N/A
172.66.192.254,4,4,0.00,15.46,0.00,N/A
104.27.96.76,4,4,0.00,15.46,0.00,N/A
172.66.217.43,4,4,0.00,15.47,0.00,N/A
104.19.127.121,4,4,0.00,15.47,0.00,N/A
104.21.20.70,4,4,0.00,15.47,0.00,N/A
104.25.116.29,4,4,0.00,15.47,0.00,N/A
104.19.112.114,4,4,0.00,15.47,0.00,N/A
141.101.123.2,4,4,0.00,15.48,0.00,N/A
172.65.38.95,4,4,0.00,15.49,0.00,N/A
104.18.223.88,4,4,0.00,15.49,0.00,N/A
104.18.105.83,4,4,0.00,15.49,0.00,N/A
104.25.155.120,4,4,0.00,15.49,0.00,N/A
172.67.221.225,4,4,0.00,15.49,0.00,N/A
172.67.235.161,4,4,0.00,15.49,0.00,N/A
104.27.3.254,4,4,0.00,15.49,0.00,N/A
104.18.184.40,4,4,0.00,15.50,0.00,N/A
104.25.162.170,4,4,0.00,15.50,0.00,N/A
104.27.71.179,4,4,0.00,15.50,0.00,N/A
198.41.211.137,4,4,0.00,15.50,0.00,N/A
104.25.205.209,4,4,0.00,15.50,0.00,N/A
104.21.61.189,4,4,0.00,15.51,0.00,N/A
172.66.131.211,4,4,0.00,15.51,0.00,N/A
104.18.151.113,4,4,0.00,15.51,0.00,N/A
172.67.73.190,4,4,0.00,15.52,0.00,N/A
172.65.1.186,4,4,0.00,15.52,0.00,N/A
104.25.66.149,4,4,0.00,15.52,0.00,N/A
104.19.31.110,4,4,0.00,15.52,0.00,N/A
104.17.202.57,4,4,0.00,15.53,0.00,N/A
104.17.170.96,4,4,0.00,15.53,0.00,N/A
104.16.82.122,4,4,0.00,15.53,0.00,N/A
104.24.131.44,4,4,0.00,15.54,0.00,N/A
104.17.75.29,4,4,0.00,15.54,0.00,N/A
172.66.141.181,4,4,0.00,15.54,0.00,N/A
172.67.153.107,4,4,0.00,15.55,0.00,N/A
172.65.205.12,4,4,0.00,15.56,0.00,N/A
104.21.123.107,4,4,0.00,15.56,0.00,N/A
104.17.98.215,4,4,0.00,15.56,0.00,N/A
172.67.207.88,4,4,0.00,15.56,0.00,N/A
104.25.200.141,4,4,0.00,15.57,0.00,N/A
104.17.21.6,4,4,0.00,15.57,0.00,N/A
172.66.195.165,4,4,0.00,15.58,0.00,N/A
104.18.131.204,4,4,0.00,15.58,0.00,N/A
104.18.213.10,4,4,0.00,15.59,0.00,N/A
172.67.234.247,4,4,0.00,15.59,0.00,N/A
104.27.76.30,4,4,0.00,15.59,0.00,N/A
104.24.153.71,4,4,0.00,15.59,0.00,N/A
188.114.98.73,4,4,0.00,15.59,0.00,N/A
104.24.17.21,4,4,0.00,15.60,0.00,N/A
172.65.198.99,4,4,0.00,15.60,0.00,N/A
104.17.54.43,4,4,0.00,15.60,0.00,N/A
104.25.72.217,4,4,0.00,15.60,0.00,N/A
172.67.224.3,4,4,0.00,15.60,0.00,N/A
172.64.32.132,4,4,0.00,15.61,0.00,N/A
172.66.196.189,4,4,0.00,15.61,0.00,N/A
104.21.2.55,4,4,0.00,15.61,0.00,N/A
104.21.95.241,4,4,0.00,15.62,0.00,N/A
172.65.99.33,4,4,0.00,15.62,0.00,N/A
104.18.57.52,4,4,0.00,15.62,0.00,N/A
172.66.202.115,4,4,0.00,15.63,0.00,N/A
104.18.227.92,4,4,0.00,15.63,0.00,N/A
172.65.95.207,4,4,0.00,15.63,0.00,N/A
104.25.46.160,4,4,0.00,15.63,0.00,N/A
104.17.252.33,4,4,0.00,15.63,0.00,N/A
104.27.107.134,4,4,0.00,15.63,0.00,N/A
104.18.199.127,4,4,0.00,15.63,0.00,N/A
104.16.187.159,4,4,0.00,15.63,0.00,N/A
104.18.148.228,4,4,0.00,15.64,0.00,N/A
104.17.150.206,4,4,0.00,15.64,0.00,N/A
104.19.75.66,4,4,0.00,15.65,0.00,N/A
172.65.100.0,4,4,0.00,15.65,0.00,N/A
104.18.1.39,4,4,0.00,15.65,0.00,N/A
104.18.171.227,4,4,0.00,15.65,0.00,N/A
104.25.130.67,4,4,0.00,15.66,0.00,N/A
104.18.212.78,4,4,0.00,15.66,0.00,N/A
104.24.219.207,4,4,0.00,15.66,0.00,N/A
104.16.182.85,4,4,0.00,15.66,0.00,N/A
104.17.138.185,4,4,0.00,15.67,0.00,N/A
172.66.145.239,4,4,0.00,15.67,0.00,N/A
104.17.143.23,4,4,0.00,15.67,0.00,N/A
104.16.6.67,4,4,0.00,15.67,0.00,N/A
104.24.23.62,4,4,0.00,15.67,0.00,N/A
104.27.50.134,4,4,0.00,15.67,0.00,N/A
104.24.134.168,4,4,0.00,15.67,0.00,N/A
104.17.186.201,4,4,0.00,15.67,0.00,N/A
141.101.113.98,4,4,0.00,15.67,0.00,N/A
172.66.140.88,4,4,0.00,15.68,0.00,N/A
172.65.214.173,4,4,0.00,15.68,0.00,N/A
104.25.64.0,4,4,0.00,15.68,0.00,N/A
172.66.136.215,4,4,0.00,15.69,0.00,N/A
104.24.49.27,4,4,0.00,15.69,0.00,N/A
104.24.152.142,4,4,0.00,15.69,0.00,N/A
104.18.247.177,4,4,0.00,15.70,0.00,N/A
104.21.217.235,4,4,0.00,15.70,0.00,N/A
104.27.49.23,4,4,0.00,15.70,0.00,N/A
104.18.165.29,4,4,0.00,15.70,0.00,N/A
104.16.112.204,4,4,0.00,15.71,0.00,N/A
104.16.192.210,4,4,0.00,15.71,0.00,N/A
104.19.132.245,4,4,0.00,15.71,0.00,N/A
104.24.231.41,4,4,0.00,15.72,0.00,N/A
104.25.152.35,4,4,0.00,15.72,0.00,N/A
172.67.214.133,4,4,0.00,15.73,0.00,N/A
104.18.66.155,4,4,0.00,15.73,0.00,N/A
104.18.79.223,4,4,0.00,15.73,0.00,N/A
108.162.195.38,4,4,0.00,15.74,0.00,N/A
104.27.61.5,4,4,0.00,15.75,0.00,N/A
104.21.32.120,4,4,0.00,15.75,0.00,N/A
172.65.127.213,4,4,0.00,15.75,0.00,N/A
104.24.130.203,4,4,0.00,15.76,0.00,N/A
104.27.62.73,4,4,0.00,15.76,0.00,N/A
172.66.166.173,4,4,0.00,15.76,0.00,N/A
104.24.156.106,4,4,0.00,15.77,0.00,N/A
162.159.239.126,4,4,0.00,15.77,0.00,N/A
104.27.81.1,4,4,0.00,15.77,0.00,N/A
172.66.204.69,4,4,0.00,15.77,0.00,N/A
104.27.202.51,4,4,0.00,15.78,0.00,N/A
162.159.235.167,4,4,0.00,15.78,0.00,N/A
104.25.143.102,4,4,0.00,15.78,0.00,N/A
104.18.187.225,4,4,0.00,15.78,0.00,N/A
172.65.243.172,4,4,0.00,15.78,0.00,N/A
104.16.44.210,4,4,0.00,15.78,0.00,N/A
173.245.59.105,4,4,0.00,15.78,0.00,N/A
172.67.121.214,4,4,0.00,15.79,0.00,N/A
104.25.188.189,4,4,0.00,15.79,0.00,N/A
104.16.159.54,4,4,0.00,15.79,0.00,N/A
172.66.201.37,4,4,0.00,15.79,0.00,N/A
104.16.212.85,4,4,0.00,15.79,0.00,N/A
104.16.189.60,4,4,0.00,15.80,0.00,N/A
104.16.216.32,4,4,0.00,15.80,0.00,N/A
104.16.169.185,4,4,0.00,15.80,0.00,N/A
172.65.186.198,4,4,0.00,15.80,0.00,N/A
104.24.6.206,4,4,0.00,15.80,0.00,N/A
172.67.84.42,4,4,0.00,15.81,0.00,N/A
172.65.210.224,4,4,0.00,15.81,0.00,N/A
172.67.152.128,4,4,0.00,15.81,0.00,N/A
104.16.184.160,4,4,0.00,15.81,0.00,N/A
104.20.43.50,4,4,0.00,15.82,0.00,N/A
104.17.86.222,4,4,0.00,15.82,0.00,N/A
172.65.227.192,4,4,0.00,15.82,0.00,N/A
104.17.96.107,4,4,0.00,15.82,0.00,N/A
162.159.247.18,4,4,0.00,15.82,0.00,N/A
173.245.49.7,4,4,0.00,15.83,0.00,N/A
104.16.185.85,4,4,0.00,15.83,0.00,N/A
104.18.201.136,4,4,0.00,15.84,0.00,N/A
104.16.86.123,4,4,0.00,15.85,0.00,N/A
104.17.49.135,4,4,0.00,15.85,0.00,N/A
172.66.147.88,4,4,0.00,15.85,0.00,N/A
104.24.12.47,4,4,0.00,15.85,0.00,N/A
172.67.89.32,4,4,0.00,15.85,0.00,N/A
104.19.55.30,4,4,0.00,15.86,0.00,N/A
104.24.208.204,4,4,0.00,15.86,0.00,N/A
172.67.225.235,4,4,0.00,15.87,0.00,N/A
104.27.47.86,4,4,0.00,15.87,0.00,N/A
172.67.86.114,4,4,0.00,15.88,0.00,N/A
104.16.109.121,4,4,0.00,15.88,0.00,N/A
104.26.13.174,4,4,0.00,15.88,0.00,N/A
